From,To,Reason,Transfer Date,Status At Transfer
MECF,NRCF,Population Management,27-Sep-19,Sentenced
Waikeria,Rimutaka,Population Management,27-Sep-19,Remand - Accused
MECF,NRCF,Population Management,27-Sep-19,Recall Outstanding
MECF,ASCF,Placement Review,27-Sep-19,Sentenced
MECF,ASCF,Placement Review,27-Sep-19,Remand - Accused
ASCF,Hawkes Bay,Judicial,27-Sep-19,Sentenced (Low Medium)
MECF,NRCF,Population Management,27-Sep-19,Sentenced
MECF,ASCF,Placement Review,27-Sep-19,Remand - Accused
Waikeria,Rimutaka,Population Management,27-Sep-19,Remand - Accused
SHCF,Waikeria,Judicial,27-Sep-19,Remand - Accused
Waikeria,Whanganui,Personal Request,27-Sep-19,Remand - Convicted
Waikeria,Rimutaka,Population Management,27-Sep-19,Remand - Accused
Waikeria,Rimutaka,Population Management,27-Sep-19,Remand - Convicted
Waikeria,Rimutaka,Population Management,27-Sep-19,Remand - Accused
MECF,ASCF,Placement Review,27-Sep-19,Sentenced
Waikeria,Rimutaka,Population Management,27-Sep-19,Remand - Accused
Waikeria,Rimutaka,Population Management,27-Sep-19,Remand - Accused
Auckland,NRCF,Judicial,27-Sep-19,Sentenced (High)
MECF,NRCF,Population Management,27-Sep-19,Sentenced (Low)
Waikeria,Rimutaka,Population Management,27-Sep-19,Remand - Accused
MECF,Auckland,Population Management,27-Sep-19,Remand - Convicted
SHCF,Waikeria,Personal Request,27-Sep-19,Sentenced
Waikeria,Rimutaka,Population Management,27-Sep-19,Remand - Accused
Waikeria,Rimutaka,Population Management,27-Sep-19,Remand - Accused
Waikeria,MECF,Judicial,27-Sep-19,Remand - Accused
Waikeria,Rimutaka,Judicial,27-Sep-19,Remand - Convicted
Waikeria,Rimutaka,Population Management,27-Sep-19,Remand - Accused
MECF,Auckland,Population Management,27-Sep-19,Remand - Convicted
Waikeria,Rimutaka,Population Management,27-Sep-19,Remand - Accused
MECF,ASCF,Placement Review,27-Sep-19,Sentenced
Waikeria,Rimutaka,Population Management,27-Sep-19,Remand - Accused
Waikeria,Rimutaka,Population Management,27-Sep-19,Remand - Accused
SHCF,Waikeria,Judicial,27-Sep-19,Remand - Convicted
Waikeria,Rimutaka,Population Management,27-Sep-19,Remand - Convicted
MECF,ASCF,Placement Review,27-Sep-19,Recall Outstanding
SHCF,Waikeria,Judicial,27-Sep-19,Remand - Accused
Waikeria,Auckland,Accepted for Programme,27-Sep-19,Sentenced (Low)
MECF,Auckland,Population Management,27-Sep-19,Remand - Accused
MECF,ASCF,Placement Review,27-Sep-19,Remand - Accused
MECF,Auckland,Population Management,27-Sep-19,Remand - Convicted
Waikeria,Rimutaka,Population Management,27-Sep-19,Remand - Accused
Waikeria,Rimutaka,Population Management,27-Sep-19,Sentenced (Minimum)
Waikeria,Rimutaka,Population Management,27-Sep-19,Remand - Accused
MECF,ASCF,Placement Review,27-Sep-19,Sentenced
Waikeria,Rimutaka,Population Management,27-Sep-19,Remand - Convicted
Waikeria,Auckland,Accepted for Programme,27-Sep-19,Remand - Convicted
Waikeria,Rimutaka,Population Management,27-Sep-19,Remand - Accused
Hawkes Bay,Christchurch,Release,28-Sep-19,Remand - Accused
NRCF,Auckland,Accepted for Programme,30-Sep-19,Sentenced (Low)
MECF,NRCF,Population Management,30-Sep-19,Sentenced (Low Medium)
SHCF,MECF,Judicial,30-Sep-19,Sentenced (Minimum)
Christchurch,Rolleston,Placement Review,30-Sep-19,Sentenced (Low)
MECF,SHCF,Population Management,30-Sep-19,Remand - Accused
MECF,ASCF,Placement Review,30-Sep-19,Remand - Accused
MECF,SHCF,Population Management,30-Sep-19,Remand - Convicted
MECF,SHCF,Population Management,30-Sep-19,Remand - Convicted
MECF,Hawkes Bay,Placement Review,30-Sep-19,Remand - Accused
MECF,SHCF,Population Management,30-Sep-19,Remand - Convicted
Auckland,ASCF,Population Management,30-Sep-19,Sentenced (High)
ASCF,SHCF,Accepted for Programme,30-Sep-19,Sentenced (High)
MECF,Auckland,Population Management,30-Sep-19,Remand - Accused
MECF,Rimutaka,Population Management,30-Sep-19,Sentenced
MECF,MECF,Judicial,30-Sep-19,Sentenced
ASCF,Hawkes Bay,Accepted for Programme,30-Sep-19,Sentenced (Low)
NRCF,MECF,Release,30-Sep-19,Sentenced
MECF,NRCF,Population Management,30-Sep-19,Sentenced
MECF,NRCF,Judicial,30-Sep-19,Remand - Accused
MECF,Auckland,Placement Management,30-Sep-19,Sentenced
NRCF,Auckland,Medical,30-Sep-19,Sentenced (Minimum)
Auckland,Rimutaka,Accepted for Programme,30-Sep-19,Sentenced (Low)
MECF,Hawkes Bay,Population Management,30-Sep-19,Remand - Convicted
MECF,ASCF,Placement Review,30-Sep-19,Sentenced
MECF,Auckland,Population Management,30-Sep-19,Sentenced
MECF,SHCF,Population Management,30-Sep-19,Remand - Convicted
Auckland,NRCF,Release,30-Sep-19,Sentenced (High)
MECF,NRCF,Population Management,30-Sep-19,Sentenced
Auckland,Hawkes Bay,Release,30-Sep-19,Sentenced (Maximum)
MECF,SHCF,Population Management,30-Sep-19,Remand - Convicted
MECF,SHCF,Population Management,30-Sep-19,Remand - Convicted
Auckland,Whanganui,Accepted for Programme,30-Sep-19,Sentenced (Maximum)
MECF,NRCF,Population Management,30-Sep-19,Sentenced
MECF,NRCF,Population Management,30-Sep-19,Sentenced
MECF,NRCF,Population Management,30-Sep-19,Sentenced (Low Medium)
ASCF,Hawkes Bay,Accepted for Programme,30-Sep-19,Sentenced (High)
SHCF,MECF,Judicial,30-Sep-19,Remand - Convicted
SHCF,MECF,Judicial,30-Sep-19,Remand - Accused
OCF,Christchurch,Judicial,1-Oct-19,Remand - Accused
Christchurch,OCF,Population Management,1-Oct-19,Remand - Convicted
OCF,Christchurch,Judicial,1-Oct-19,Remand - Convicted
Hawkes Bay,Christchurch,Placement Review,1-Oct-19,Sentenced (Low Medium)
ASCF,Auckland,Placement Management,1-Oct-19,Sentenced (Low Medium)
Waikeria,Rimutaka,Population Management,1-Oct-19,Remand - Convicted
Christchurch,Rolleston,Population Management,1-Oct-19,Sentenced
Waikeria,Rimutaka,Population Management,1-Oct-19,Remand - Convicted
SHCF,Rimutaka,Population Management,1-Oct-19,Remand - Convicted
Hawkes Bay,Rimutaka,Judicial,1-Oct-19,Remand - Accused
Manawatu,Whanganui,Accepted for Programme,1-Oct-19,Remand - Convicted
Manawatu,Rimutaka,Judicial,1-Oct-19,Remand - Accused
SHCF,Whanganui,Accepted for Programme,1-Oct-19,Remand - Convicted
MECF,Auckland,Population Management,1-Oct-19,Remand - Accused
Manawatu,Rimutaka,Placement Management,1-Oct-19,Remand - Accused
Manawatu,Rimutaka,Placement Review,1-Oct-19,Remand - Accused
Waikeria,Rimutaka,Population Management,1-Oct-19,Remand - Accused
Hawkes Bay,Tongariro,Placement Review,1-Oct-19,Sentenced (Minimum)
Waikeria,Rimutaka,Population Management,1-Oct-19,Sentenced
Rolleston,OCF,Placement Review,1-Oct-19,Sentenced (Minimum)
Waikeria,Rimutaka,Population Management,1-Oct-19,Remand - Convicted
OCF,NRCF,Placement Review,1-Oct-19,Sentenced (High)
SHCF,Whanganui,Judicial,1-Oct-19,Remand - Convicted
Christchurch,Rolleston,Accepted for Programme,1-Oct-19,Sentenced
SHCF,Rimutaka,Accepted for Programme,1-Oct-19,Remand - Accused
Christchurch,Rolleston,Accepted for Programme,1-Oct-19,Sentenced (Low Medium)
Christchurch,Invercargill,Judicial,1-Oct-19,Remand - Accused
Hawkes Bay,Tongariro,Population Management,1-Oct-19,Sentenced (Low)
MECF,Auckland,Population Management,1-Oct-19,Remand - Convicted
Hawkes Bay,Manawatu,Accepted for Programme,1-Oct-19,Remand - Accused
Manawatu,Rimutaka,Placement Management,1-Oct-19,Remand - Accused
OCF,Christchurch,Placement Review,1-Oct-19,Remand - Accused
Tongariro,Hawkes Bay,Accepted for Programme,1-Oct-19,Sentenced (Low)
MECF,Auckland,Population Management,1-Oct-19,Remand - Convicted
Hawkes Bay,Tongariro,Judicial,1-Oct-19,Sentenced (Minimum)
Christchurch,OCF,Population Management,1-Oct-19,Remand - Accused
Tongariro,Rolleston,Accepted for Programme,1-Oct-19,Sentenced (Minimum)
Christchurch,OCF,Population Management,1-Oct-19,Remand - Accused
SHCF,Rolleston,Accepted for Programme,1-Oct-19,Sentenced (Low Medium)
Auckland,MECF,Population Management,1-Oct-19,Sentenced (Low Medium)
Rolleston,OCF,Accepted for Programme,1-Oct-19,Sentenced (Low)
Tongariro,Hawkes Bay,Accepted for Programme,1-Oct-19,Sentenced (Low Medium)
Whanganui,Rimutaka,Placement Review,1-Oct-19,Sentenced (Low)
Christchurch,OCF,Population Management,1-Oct-19,Remand - Accused
OCF,Christchurch,Personal Request,1-Oct-19,Sentenced (Low Medium)
MECF,Auckland,Population Management,1-Oct-19,Remand - Accused
OCF,Rimutaka,Placement Review,1-Oct-19,Sentenced (High)
Tongariro,Hawkes Bay,Accepted for Programme,1-Oct-19,Sentenced (Low)
Rimutaka,ASCF,Placement Review,2-Oct-19,Sentenced (High)
MECF,NRCF,Judicial,2-Oct-19,Remand - Accused
Rimutaka,Hawkes Bay,Release,2-Oct-19,Sentenced (Low)
Hawkes Bay,ASCF,Placement Review,2-Oct-19,Sentenced (Minimum)
MECF,NRCF,Judicial,2-Oct-19,Remand - Accused
MECF,NRCF,Judicial,2-Oct-19,Remand - Accused
Whanganui,MECF,Judicial,2-Oct-19,Remand - Convicted
Hawkes Bay,Tongariro,Release,2-Oct-19,Sentenced (Low)
NRCF,MECF,Judicial,2-Oct-19,Remand - Convicted
Invercargill,OCF,Personal Request,2-Oct-19,Sentenced (Low)
Rimutaka,Manawatu,Judicial,2-Oct-19,Remand - Convicted
Rimutaka,ASCF,Personal Request,2-Oct-19,Sentenced (High)
Rimutaka,Hawkes Bay,Judicial,2-Oct-19,Remand - Accused
MECF,Auckland,Population Management,2-Oct-19,Remand - Convicted
Manawatu,Tongariro,Population Management,2-Oct-19,Remand - Convicted
Tongariro,Auckland,Accepted for Programme,2-Oct-19,Sentenced (Low)
Whanganui,Manawatu,Judicial,2-Oct-19,Remand - Accused
Manawatu,Tongariro,Population Management,2-Oct-19,Remand - Accused
NRCF,ASCF,Population Management,2-Oct-19,Remand - Accused
Rimutaka,Waikeria,Judicial,2-Oct-19,Remand - Convicted
Invercargill,OCF,Placement Review,2-Oct-19,Remand - Accused
Rimutaka,Whanganui,Judicial,2-Oct-19,Remand - Convicted
Waikeria,Tongariro,Personal Request,2-Oct-19,Remand - Accused
Whanganui,Auckland,Placement Management,2-Oct-19,Sentenced (High)
Invercargill,Christchurch,Judicial,2-Oct-19,Remand - Accused
Rimutaka,Waikeria,Judicial,2-Oct-19,Remand - Accused
NRCF,Auckland,Placement Review,2-Oct-19,Sentenced (High)
Rimutaka,ASCF,Placement Review,2-Oct-19,Sentenced (Minimum)
MECF,NRCF,Population Management,2-Oct-19,Sentenced
Manawatu,Hawkes Bay,Judicial,2-Oct-19,Remand - Convicted
MECF,NRCF,Judicial,2-Oct-19,Remand - Accused
Tongariro,Hawkes Bay,Accepted for Programme,2-Oct-19,Sentenced (Low)
Rimutaka,Tongariro,Placement Review,2-Oct-19,Sentenced (High)
NRCF,MECF,Judicial,2-Oct-19,Sentenced (Low Medium)
NRCF,MECF,Judicial,2-Oct-19,Remand - Accused
Hawkes Bay,ASCF,Placement Review,2-Oct-19,Sentenced (Low)
Hawkes Bay,ASCF,Placement Review,2-Oct-19,Sentenced (Low Medium)
Rimutaka,Whanganui,Placement Review,2-Oct-19,Sentenced (Low Medium)
MECF,Auckland,Population Management,2-Oct-19,Remand - Convicted
Rimutaka,Hawkes Bay,Personal Request,2-Oct-19,Sentenced (High)
MECF,Auckland,Population Management,2-Oct-19,Remand - Convicted
Auckland,MECF,Population Management,2-Oct-19,Remand - Accused
MECF,Auckland,Population Management,2-Oct-19,Remand - Convicted
NRCF,Rolleston,Accepted for Programme,2-Oct-19,Sentenced (Low)
Rimutaka,Hawkes Bay,Placement Management,2-Oct-19,Remand - Accused
Whanganui,Auckland,Placement Management,2-Oct-19,Remand - Accused
Manawatu,Waikeria,Placement Review,2-Oct-19,Sentenced (High)
Waikeria,Hawkes Bay,Population Management,2-Oct-19,Remand - Accused
Hawkes Bay,NRCF,Placement Review,2-Oct-19,Sentenced (Low)
Manawatu,Tongariro,Population Management,2-Oct-19,Remand - Accused
Tongariro,Hawkes Bay,Accepted for Programme,2-Oct-19,Sentenced (Low)
Auckland,MECF,Population Management,2-Oct-19,Remand - Accused
Waikeria,Rimutaka,Population Management,3-Oct-19,Remand - Accused
ASCF,Auckland,Accepted for Programme,3-Oct-19,Sentenced (High)
Rolleston,Christchurch,Placement Review,3-Oct-19,Sentenced (Minimum)
Christchurch,Rimutaka,Judicial,3-Oct-19,Remand - Accused
Christchurch,Rolleston,Population Management,3-Oct-19,Remand - Convicted
ASCF,Auckland,Accepted for Programme,3-Oct-19,Sentenced (High)
MECF,SHCF,Population Management,3-Oct-19,Remand - Accused
Waikeria,Rimutaka,Population Management,3-Oct-19,Remand - Accused
Rimutaka,MECF,Judicial,3-Oct-19,Remand - Accused
Rolleston,MECF,Release,3-Oct-19,Sentenced (Minimum)
SHCF,NRCF,Judicial,3-Oct-19,Remand - Accused
MECF,ASCF,Placement Review,3-Oct-19,Sentenced
MECF,Waikeria,Placement Management,3-Oct-19,Remand - Accused
Waikeria,Rimutaka,Population Management,3-Oct-19,Remand - Accused
Auckland,ASCF,Placement Review,3-Oct-19,Sentenced (High)
Rimutaka,Christchurch,Judicial,3-Oct-19,Remand - Convicted
Christchurch,Rolleston,Population Management,3-Oct-19,Sentenced
Rolleston,Whanganui,Placement Review,3-Oct-19,Sentenced (Minimum)
SHCF,ASCF,Population Management,3-Oct-19,Sentenced
ASCF,Auckland,Accepted for Programme,3-Oct-19,Sentenced (High)
ASCF,Auckland,Accepted for Programme,3-Oct-19,Sentenced (High)
MECF,SHCF,Judicial,3-Oct-19,Remand - Accused
MECF,ASCF,Placement Review,3-Oct-19,Sentenced
Auckland,ASCF,Placement Review,3-Oct-19,Sentenced (High)
Rolleston,Waikeria,Placement Review,3-Oct-19,Sentenced (Minimum)
Christchurch,Hawkes Bay,Accepted for Programme,3-Oct-19,Sentenced (Low Medium)
MECF,ASCF,Placement Review,3-Oct-19,Sentenced
Rimutaka,Invercargill,Personal Request,3-Oct-19,Sentenced (Low)
MECF,SHCF,Population Management,3-Oct-19,Remand - Accused
MECF,Waikeria,Population Management,3-Oct-19,Sentenced
Waikeria,Rimutaka,Population Management,3-Oct-19,Remand - Accused
Waikeria,Rimutaka,Population Management,3-Oct-19,Remand - Convicted
MECF,SHCF,Population Management,3-Oct-19,Remand - Convicted
MECF,ASCF,Placement Review,3-Oct-19,Sentenced
Auckland,SHCF,Placement Review,3-Oct-19,Sentenced (Minimum)
MECF,SHCF,Population Management,3-Oct-19,Remand - Accused
SHCF,MECF,Judicial,3-Oct-19,Remand - Convicted
Christchurch,Waikeria,Release,3-Oct-19,Remand - Accused
MECF,Waikeria,Population Management,3-Oct-19,Sentenced
SHCF,MECF,Judicial,3-Oct-19,Remand - Convicted
Auckland,ASCF,Personal Request,3-Oct-19,Sentenced (Maximum)
MECF,ASCF,Placement Review,3-Oct-19,Recall Outstanding
Waikeria,Rimutaka,Population Management,3-Oct-19,Sentenced
Auckland,ASCF,Population Management,3-Oct-19,Sentenced (High)
SHCF,MECF,Judicial,3-Oct-19,Remand - Accused
Auckland,Rimutaka,Placement Management,3-Oct-19,Sentenced (High)
Rimutaka,OCF,Release,3-Oct-19,Sentenced (High)
Christchurch,Rimutaka,Judicial,3-Oct-19,Sentenced (Low Medium)
Rolleston,SHCF,Placement Review,3-Oct-19,Sentenced (Minimum)
Rolleston,Christchurch,Placement Review,3-Oct-19,Sentenced (Low Medium)
SHCF,MECF,Judicial,3-Oct-19,Remand - Convicted
Auckland,Rimutaka,Accepted for Programme,3-Oct-19,Remand - Accused
MECF,SHCF,Population Management,3-Oct-19,Remand - Accused
Waikeria,Rimutaka,Population Management,3-Oct-19,Remand - Convicted
Rimutaka,Rolleston,Accepted for Programme,3-Oct-19,Sentenced (High)
MECF,SHCF,Population Management,4-Oct-19,Remand - Accused
Christchurch,OCF,Placement Management,4-Oct-19,Remand - Accused
MECF,Auckland,Population Management,4-Oct-19,Remand - Accused
Christchurch,Rolleston,Population Management,4-Oct-19,Sentenced
Christchurch Womens,ARWCF,Judicial,4-Oct-19,Remand - Accused
OCF,Christchurch,Placement Management,4-Oct-19,Sentenced (High)
Christchurch Womens,ARWCF,Personal Request,4-Oct-19,Sentenced (Low Medium)
MECF,NRCF,Population Management,4-Oct-19,Sentenced
NRCF,Tongariro,Medical,4-Oct-19,Sentenced (Low)
MECF,NRCF,Placement Management,4-Oct-19,Sentenced
SHCF,Waikeria,Population Management,4-Oct-19,Remand - Accused
MECF,NRCF,Population Management,4-Oct-19,Sentenced (Low Medium)
NRCF,MECF,Release,4-Oct-19,Sentenced (Low)
Waikeria,SHCF,Judicial,4-Oct-19,Remand - Accused
MECF,Auckland,Placement Management,4-Oct-19,Remand - Accused
Waikeria,SHCF,Accepted for Programme,4-Oct-19,Remand - Convicted
MECF,Auckland,Placement Management,4-Oct-19,Remand - Accused
OCF,Christchurch,Judicial,4-Oct-19,Remand - Accused
MECF,SHCF,Placement Review,7-Oct-19,Sentenced (Low Medium)
MECF,SHCF,Judicial,7-Oct-19,Sentenced (Minimum)
MECF,NRCF,Judicial,7-Oct-19,Remand - Convicted
MECF,SHCF,Population Management,7-Oct-19,Remand - Convicted
SHCF,MECF,Judicial,7-Oct-19,Remand - Convicted
SHCF,ASCF,Personal Request,7-Oct-19,Sentenced (Low Medium)
MECF,ASCF,Placement Review,7-Oct-19,Sentenced
MECF,ASCF,Placement Review,7-Oct-19,Sentenced
SHCF,MECF,Judicial,7-Oct-19,Remand - Accused
NRCF,MECF,Judicial,7-Oct-19,Sentenced (Low)
MECF,ASCF,Placement Review,7-Oct-19,Sentenced
MECF,ASCF,Placement Review,7-Oct-19,Sentenced
NRCF,MECF,Judicial,7-Oct-19,Sentenced
ASCF,Hawkes Bay,Accepted for Programme,7-Oct-19,Sentenced (Low)
ASCF,Rimutaka,Personal Request,7-Oct-19,Sentenced (High)
MECF,ASCF,Placement Review,7-Oct-19,Sentenced
NRCF,MECF,Judicial,7-Oct-19,Remand - Accused
MECF,SHCF,Population Management,7-Oct-19,Remand - Accused
MECF,NRCF,Judicial,7-Oct-19,Remand - Accused
NRCF,ASCF,Population Management,7-Oct-19,Remand - Accused
MECF,SHCF,Population Management,7-Oct-19,Remand - Accused
MECF,SHCF,Population Management,7-Oct-19,Remand - Convicted
SHCF,MECF,Judicial,7-Oct-19,Remand - Convicted
NRCF,Auckland,Population Management,7-Oct-19,Sentenced
Auckland,Rimutaka,Medical,7-Oct-19,Sentenced (High)
MECF,SHCF,Population Management,7-Oct-19,Remand - Accused
SHCF,MECF,Judicial,7-Oct-19,Remand - Accused
Christchurch,Rolleston,Accepted for Programme,7-Oct-19,Sentenced
NRCF,MECF,Release,7-Oct-19,Sentenced (Minimum)
SHCF,MECF,Judicial,7-Oct-19,Sentenced (Low)
ASCF,Hawkes Bay,Accepted for Programme,7-Oct-19,Sentenced (Low)
MECF,NRCF,Judicial,7-Oct-19,Remand - Accused
ASCF,Whanganui,Accepted for Programme,7-Oct-19,Sentenced (High)
SHCF,MECF,Judicial,7-Oct-19,Remand - Accused
MECF,ASCF,Placement Review,7-Oct-19,Remand - Accused
SHCF,MECF,Judicial,7-Oct-19,Remand - Convicted
MECF,ASCF,Placement Review,7-Oct-19,Sentenced
Auckland,SHCF,Placement Review,7-Oct-19,Sentenced (Maximum)
MECF,SHCF,Placement Review,7-Oct-19,Remand - Convicted
Waikeria,Whanganui,Population Management,8-Oct-19,Remand - Accused
Manawatu,Whanganui,Population Management,8-Oct-19,Remand - Accused
MECF,Auckland,Population Management,8-Oct-19,Remand - Accused
Rolleston,Christchurch,Placement Review,8-Oct-19,Sentenced (Low Medium)
Christchurch,OCF,Population Management,8-Oct-19,Remand - Convicted
Waikeria,Whanganui,Population Management,8-Oct-19,Remand - Convicted
Whanganui,Manawatu,Accepted for Programme,8-Oct-19,Sentenced (High)
Waikeria,Hawkes Bay,Accepted for Programme,8-Oct-19,Sentenced (Low)
OCF,Rolleston,Accepted for Programme,8-Oct-19,Sentenced (High)
SHCF,Rimutaka,Judicial,8-Oct-19,Remand - Accused
Waikeria,Whanganui,Population Management,8-Oct-19,Remand - Convicted
Christchurch,OCF,Personal Request,8-Oct-19,Remand - Accused
OCF,Christchurch,Judicial,8-Oct-19,Remand - Accused
MECF,Auckland,Population Management,8-Oct-19,Remand - Accused
Hawkes Bay,Rimutaka,Personal Request,8-Oct-19,Remand - Accused
Waikeria,Whanganui,Population Management,8-Oct-19,Remand - Accused
Tongariro,Hawkes Bay,Judicial,8-Oct-19,Sentenced (Low)
OCF,Christchurch,Judicial,8-Oct-19,Remand - Convicted
Hawkes Bay,Manawatu,Judicial,8-Oct-19,Remand - Accused
ARWCF,Christchurch Womens,Placement Review,8-Oct-19,Remand - Accused
OCF,Christchurch,Judicial,8-Oct-19,Remand - Accused
Whanganui,Rimutaka,Judicial,8-Oct-19,Remand - Convicted
Manawatu,Whanganui,Placement Management,8-Oct-19,Remand - Accused
MECF,Auckland,Population Management,8-Oct-19,Remand - Convicted
Tongariro,Hawkes Bay,Accepted for Programme,8-Oct-19,Sentenced (Low)
SHCF,Hawkes Bay,Accepted for Programme,8-Oct-19,Sentenced
Waikeria,Tongariro,Personal Request,8-Oct-19,Sentenced (Minimum)
OCF,Christchurch,Judicial,8-Oct-19,Remand - Accused
SHCF,Whanganui,Judicial,8-Oct-19,Remand - Accused
MECF,Auckland,Population Management,8-Oct-19,Remand - Accused
Christchurch,OCF,Population Management,8-Oct-19,Remand - Accused
SHCF,Hawkes Bay,Accepted for Programme,8-Oct-19,Sentenced (Low Medium)
